Fecha,Cierre
7/4/2010,33632.35
6/4/2010,33801.21
5/4/2010,33648.89
31/03/2010,33266.43
30/03/2010,33399.46
29/03/2010,33416.1
26/03/2010,33147.81
25/03/2010,33164.33
24/03/2010,33160.97
23/03/2010,33361.27
22/03/2010,33142.02
19/03/2010,33022.84
18/03/2010,32969.83
17/03/2010,32798.3
16/03/2010,32723.9
12/3/2010,32578.05
11/3/2010,32602.94
10/3/2010,32505.76
9/3/2010,32514.17
8/3/2010,32520.27
5/3/2010,32436.53
4/3/2010,32202
3/3/2010,32353.54
2/3/2010,32055.04
1/3/2010,31765.14
26/02/2010,31634.54
25/02/2010,31649.1
24/02/2010,31788.54
23/02/2010,31850.24
22/02/2010,32034.34
19/02/2010,32172.11
18/02/2010,32170.79
17/02/2010,31892.12
16/02/2010,31644.77
15/02/2010,31038.32
12/2/2010,31005.74
11/2/2010,30845.63
10/2/2010,30746.05
9/2/2010,30818.48
8/2/2010,30649.44
5/2/2010,30630.73
4/2/2010,30603.71
3/2/2010,31287.04
2/2/2010,30876.65
29/01/2010,30391.61
28/01/2010,30811.35
27/01/2010,30610.83
26/01/2010,30651.56
25/01/2010,30465.06
22/01/2010,30830.91
21/01/2010,31205.3
20/01/2010,32025.34
19/01/2010,32473.05
18/01/2010,32482.73
15/01/2010,32262.3
14/01/2010,32729.58
13/01/2010,32836.08
12/1/2010,32792.66
11/1/2010,32935.38
8/1/2010,32892.04
7/1/2010,33064.57
6/1/2010,32830.16
5/1/2010,32732.76
4/1/2010,32758.53
